"","#0F4A9C","#53f1fc","#635547","#67000d","#7F6874","#8870ad","#90BF75","#9e6762","#C594BF","#DABE99","#DFCDE4","#EF5A9D","#cc7818","#d6616b","#ffad1e","#ffd854"
"DQ689835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ689856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ689871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ689873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ689881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ689883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ689886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ689904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ689950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ689969",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ689978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ689989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ689997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690118",0,0,0,0,0,0,2,0,1,2,1,0,0,0,0,2
"DQ690119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690636",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690894",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ690982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691098",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691146;Gm10505",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"DQ691147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691321;DQ706609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691604",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"DQ691606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691893",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ691972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692550",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692637",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692748",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692882",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692889",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692979",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ692983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693187",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693882",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ693947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694625",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694813",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694964",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ694998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ695012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ695014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ695017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ695049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ695053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ695059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
